attendees,month,day,hour,day_of_week,holiday,temp,temp_wb,rel_humidity,windspeed,precipitation
10120,3,5,13,Mon,0,78.6,36,55,25,1
10560,3,5,14,Mon,0,80.4,37,53,22,1
13750,3,5,15,Mon,0,80.4,36,51,21,1
22880,3,5,16,Mon,0,76.8,35,55,16,1
39820,3,5,17,Mon,0,73.2,34,60,11,1
27610,3,5,18,Mon,0,73.2,33,50,13,1
16720,3,5,19,Mon,0,71.4,32,52,10,1
11000,3,5,20,Mon,0,69.6,32,54,9,1
7480,3,5,21,Mon,0,69.6,32,54,13,1
5280,3,5,22,Mon,0,67.8,31,57,13,1
2750,3,5,23,Mon,0,67.8,31,57,13,1
1210,3,6,0,Tue,0,64.2,30,61,13,1
220,3,6,1,Tue,0,64.2,30,64,11,1
330,3,6,2,Tue,0,64.2,30,61,11,1
110,3,6,3,Tue,0,64.2,30,61,9,1
220,3,6,4,Tue,0,62.4,29,64,9,1
1980,3,6,5,Tue,0,62.4,29,64,9,1
8360,3,6,6,Tue,0,62.4,29,64,10,1
25080,3,6,7,Tue,0,62.4,29,61,10,1
46420,3,6,8,Tue,0,64.2,29,59,11,1
26290,3,6,9,Tue,0,64.2,30,61,11,1
12430,3,6,10,Tue,0,64.2,30,61,10,1
10670,3,6,11,Tue,0,66,31,61,10,1
12760,3,6,12,Tue,0,66,31,61,7,1
10560,3,6,13,Tue,0,66,31,64,13,1
12540,3,6,14,Tue,0,66,31,64,9,1
12870,3,6,15,Tue,0,66,31,64,11,1
26400,3,6,16,Tue,0,66,31,61,6,1
38720,3,6,17,Tue,0,66,31,64,9,1
26400,3,6,18,Tue,0,66,31,64,6,1
17270,3,6,19,Tue,0,67.8,32,62,3,1
11550,3,6,20,Tue,0,67.8,32,62,7,1
9020,3,6,21,Tue,0,67.8,32,62,3,1
6380,3,6,22,Tue,0,67.8,33,70,3,1
2640,3,6,23,Tue,0,66,33,85,6,1
1100,3,7,0,Wed,0,66,34,89,9,1
880,3,7,1,Wed,0,64.2,33,92,14,0.025
440,3,7,2,Wed,0,67.8,34,79,14,1
550,3,7,4,Wed,0,67.8,33,76,16,1
1870,3,7,5,Wed,0,67.8,33,76,16,1
7150,3,7,6,Wed,0,67.8,34,79,22,1
19250,3,7,7,Wed,0,67.8,34,86,22,1
35090,3,7,8,Wed,0,67.8,35,89,23,1
14410,3,7,9,Wed,0,67.8,35,93,18,1
9900,3,7,10,Wed,0,67.8,35,93,21,1
8470,3,7,11,Wed,0,69.6,36,89,17,1
7040,3,7,12,Wed,0,69.6,36,93,21,0.025
5940,3,7,13,Wed,0,71.4,36,86,24,1
4730,3,7,14,Wed,0,71.4,36,86,28,0.05
5280,3,7,15,Wed,0,71.4,37,93,26,0.05
9130,3,7,16,Wed,0,71.4,37,93,32,0.05
11990,3,7,17,Wed,0,71.4,37,93,32,1
5280,3,7,18,Wed,0,69.6,36,93,28,0.15
3190,3,7,19,Wed,0,67.8,35,93,33,0.325
1540,3,7,20,Wed,0,62.4,33,96,26,0.4
1430,3,7,21,Wed,0,62.4,33,96,23,0.15
1320,3,7,22,Wed,0,62.4,33,100,32,0.125
770,3,7,23,Wed,0,62.4,33,100,30,0.025
220,3,8,0,Thu,0,62.4,33,100,38,1
440,3,8,1,Thu,0,62.4,33,100,29,0.025
220,3,8,5,Thu,0,58.8,31,96,15,0.025
550,3,8,6,Thu,0,58.8,30,92,17,1
1980,3,8,7,Thu,0,58.8,30,92,17,1
4840,3,8,8,Thu,0,60.6,30,85,14,1
6270,3,8,9,Thu,0,62.4,31,82,18,1
3520,3,8,10,Thu,0,64.2,32,85,14,1
3740,3,8,11,Thu,0,64.2,33,89,13,0.025
5500,3,8,12,Thu,0,66,34,89,14,1
5060,3,8,13,Thu,0,67.8,34,79,15,1
5170,3,8,14,Thu,0,64.2,33,92,10,0.075
5830,3,8,15,Thu,0,67.8,34,79,10,0.025
9680,3,8,16,Thu,0,67.8,34,79,8,1
19690,3,8,17,Thu,0,69.6,35,79,11,1
11880,3,8,18,Thu,0,69.6,34,73,8,1
9900,3,8,19,Thu,0,67.8,34,82,11,1
7370,3,8,20,Thu,0,67.8,34,82,13,1
4840,3,8,21,Thu,0,66,32,76,14,1
4950,3,8,22,Thu,0,66,32,72,15,1
1870,3,8,23,Thu,0,64.2,31,75,15,1
880,3,9,0,Fri,0,62.4,30,72,13,1
1100,3,9,1,Fri,0,60.6,29,69,10,1
660,3,9,2,Fri,0,60.6,28,64,14,1
110,3,9,3,Fri,0,58.8,28,67,14,1
220,3,9,4,Fri,0,58.8,27,64,15,1
1100,3,9,5,Fri,0,57,27,66,10,1
3630,3,9,6,Fri,0,57,27,66,15,1
14960,3,9,7,Fri,0,58.8,28,67,14,1
32230,3,9,8,Fri,0,62.4,29,58,13,1
19910,3,9,9,Fri,0,60.6,28,64,14,1
9680,3,9,10,Fri,0,60.6,29,66,13,1
10780,3,9,11,Fri,0,62.4,29,66,14,1
13310,3,9,12,Fri,0,66,30,59,9,1
10230,3,9,13,Fri,0,66,30,57,14,1
12430,3,9,14,Fri,0,69.6,31,52,15,1
11550,3,9,15,Fri,0,67.8,32,62,13,1
22000,3,9,16,Fri,0,67.8,32,64,16,1
31790,3,9,17,Fri,0,67.8,32,67,9,1
19030,3,9,18,Fri,0,66,32,76,14,1
13310,3,9,19,Fri,0,66,33,78,11,1
6380,3,9,20,Fri,0,64.2,32,82,10,1
5500,3,9,21,Fri,0,66,32,72,11,1
5830,3,9,22,Fri,0,64.2,31,73,14,1
3520,3,9,23,Fri,0,64.2,31,70,14,1
2750,3,10,0,Sat,1,64.2,30,67,18,1
2200,3,10,1,Sat,1,62.4,29,66,16,1
770,3,10,2,Sat,1,62.4,30,70,15,1
770,3,10,3,Sat,1,62.4,30,70,15,1
330,3,10,5,Sat,1,62.4,30,70,16,1
1100,3,10,6,Sat,1,62.4,30,70,14,1
2970,3,10,7,Sat,1,66,31,64,20,1
4180,3,10,8,Sat,1,69.6,32,54,21,1
5610,3,10,9,Sat,1,71.4,32,51,22,1
8910,3,10,10,Sat,1,73.2,32,48,18,1
11440,3,10,11,Sat,1,71.4,32,51,21,1
10120,3,10,12,Sat,1,73.2,32,48,21,1
13310,3,10,13,Sat,1,71.4,32,52,21,1
9680,3,10,14,Sat,1,71.4,33,57,14,1
9570,3,10,15,Sat,1,73.2,32,48,20,1
11770,3,10,16,Sat,1,71.4,32,52,18,1
10230,3,10,17,Sat,1,71.4,32,52,15,1
9790,3,10,18,Sat,1,69.6,31,52,16,1
5610,3,10,19,Sat,1,67.8,31,55,17,1
4950,3,10,20,Sat,1,67.8,31,57,16,1
5170,3,10,21,Sat,1,64.2,30,61,16,1
3190,3,10,22,Sat,1,64.2,30,61,20,1
3740,3,10,23,Sat,1,64.2,29,59,21,1
2200,3,11,0,Sun,1,62.4,29,61,15,1
1430,3,11,1,Sun,1,62.4,29,61,15,1
1430,3,11,3,Sun,1,60.6,28,64,16,1
330,3,11,4,Sun,1,60.6,28,64,16,1
220,3,11,5,Sun,1,60.6,28,64,16,1
1320,3,11,6,Sun,1,60.6,29,66,13,1
1540,3,11,7,Sun,1,64.2,30,61,17,1
3410,3,11,8,Sun,1,67.8,31,57,13,1
5830,3,11,9,Sun,1,71.4,32,55,14,1
9020,3,11,10,Sun,1,75,34,51,13,1
11220,3,11,11,Sun,1,76.8,34,49,14,1
12870,3,11,12,Sun,1,78.6,35,45,10,1
12210,3,11,13,Sun,1,82.2,36,41,10,1
12980,3,11,14,Sun,1,82.2,36,41,10,1
12430,3,11,15,Sun,1,80.4,35,43,10,1
12430,3,11,16,Sun,1,80.4,35,43,11,1
12210,3,11,17,Sun,1,78.6,35,45,13,1
14850,3,11,18,Sun,1,76.8,34,47,10,1
9570,3,11,19,Sun,1,75,33,49,8,1
5830,3,11,20,Sun,1,73.2,33,50,9,1
5390,3,11,22,Sun,1,67.8,31,59,7,1
2750,3,11,23,Sun,1,66,31,61,6,1
660,3,12,0,Mon,0,62.4,29,66,7,1
440,3,12,1,Mon,0,62.4,29,66,6,1
330,3,12,2,Mon,0,60.6,29,69,5,1
110,3,12,3,Mon,0,58.8,28,72,6,1
110,3,12,4,Mon,0,58.8,28,69,6,1
2420,3,12,5,Mon,0,57,28,75,8,1
5830,3,12,6,Mon,0,57,28,79,9,1
16830,3,12,7,Mon,0,64.2,31,73,10,1
40480,3,12,8,Mon,0,69.6,34,76,13,1
22000,3,12,9,Mon,0,75,37,73,10,1
12540,3,12,10,Mon,0,76.8,37,70,15,1
10010,3,12,11,Mon,0,76.8,37,70,13,1
10670,3,12,12,Mon,0,78.6,38,68,14,1
13200,3,12,13,Mon,0,78.6,38,68,15,1
11440,3,12,14,Mon,0,76.8,37,65,16,1
13090,3,12,15,Mon,0,75,36,68,16,1
24860,3,12,16,Mon,0,75,36,68,14,1
42350,3,12,17,Mon,0,73.2,36,73,15,1
27170,3,12,18,Mon,0,71.4,36,83,17,1
21230,3,12,19,Mon,0,71.4,36,79,24,1
11770,3,12,20,Mon,0,71.4,35,73,23,1
8690,3,12,21,Mon,0,71.4,35,73,23,1
3080,3,12,22,Mon,0,71.4,35,76,23,1
1210,3,14,14,Wed,0,75,34,51,17,1
6270,3,14,15,Wed,0,73.2,33,53,18,1
10560,3,14,16,Wed,0,71.4,33,57,22,1
15620,3,14,17,Wed,0,69.6,32,62,14,1
16060,3,14,18,Wed,0,66,32,70,14,1
10010,3,14,19,Wed,0,66,32,72,16,1
8030,3,14,20,Wed,0,69.6,33,70,16,1
4840,3,14,21,Wed,0,64.2,32,79,13,1
3960,3,14,22,Wed,0,62.4,31,85,15,1
1870,3,14,23,Wed,0,62.4,31,85,15,1
1320,3,15,0,Thu,0,62.4,31,85,16,1
110,3,15,1,Thu,0,60.6,31,88,14,1
440,3,15,2,Thu,0,62.4,31,82,15,1
110,3,15,3,Thu,0,64.2,31,70,16,1
110,3,15,4,Thu,0,64.2,30,67,16,1
1430,3,15,5,Thu,0,64.2,30,64,17,1
3520,3,15,6,Thu,0,64.2,30,61,17,1
13090,3,15,7,Thu,0,64.2,30,64,14,1
25080,3,15,8,Thu,0,67.8,31,57,16,1
18370,3,15,9,Thu,0,71.4,32,52,21,1
11550,3,15,10,Thu,0,73.2,33,50,22,1
8030,3,15,11,Thu,0,73.2,33,50,24,1
9790,3,15,12,Thu,0,75,33,49,22,1
9020,3,15,13,Thu,0,78.6,34,45,21,1
9680,3,15,14,Thu,0,78.6,34,45,18,1
11000,3,15,15,Thu,0,76.8,34,45,21,1
23870,3,15,16,Thu,0,75,33,45,21,1
34650,3,15,17,Thu,0,75,33,45,14,1
23760,3,15,18,Thu,0,73.2,32,46,17,1
16500,3,15,19,Thu,0,71.4,32,51,15,1
9020,3,15,20,Thu,0,69.6,31,52,16,1
5940,3,15,21,Thu,0,67.8,31,55,16,1
5060,3,15,22,Thu,0,66,30,57,18,1
2640,3,15,23,Thu,0,66,30,54,17,1
990,3,16,0,Fri,0,64.2,29,56,16,1
1100,3,16,1,Fri,0,64.2,29,56,11,1
440,3,16,2,Fri,0,62.4,29,58,14,1
220,3,16,4,Fri,0,60.6,28,61,14,1
1760,3,16,5,Fri,0,60.6,28,59,11,1
2970,3,16,6,Fri,0,60.6,27,56,17,1
14520,3,16,7,Fri,0,60.6,27,54,20,1
29590,3,16,8,Fri,0,62.4,27,49,22,1
19910,3,16,9,Fri,0,60.6,27,54,21,1
10890,3,16,10,Fri,0,64.2,28,46,18,1
8470,3,16,11,Fri,0,66,28,44,17,1
12100,3,16,12,Fri,0,67.8,29,42,23,1
11660,3,16,13,Fri,0,69.6,29,39,24,1
10230,3,16,14,Fri,0,67.8,29,39,23,1
11770,3,16,15,Fri,0,67.8,29,39,17,1
22330,3,16,16,Fri,0,66,27,37,21,1
33110,3,16,17,Fri,0,64.2,27,37,21,1
23100,3,16,18,Fri,0,62.4,26,42,16,1
11550,3,16,19,Fri,0,60.6,26,43,16,1
7260,3,16,20,Fri,0,57,26,58,17,1
4840,3,16,21,Fri,0,55.2,25,56,16,1
2860,3,16,22,Fri,0,55.2,24,47,20,1
2860,3,16,23,Fri,0,53.4,23,51,16,1
1540,3,17,0,Sat,1,51.6,23,53,14,1
1540,3,17,1,Sat,1,53.4,23,53,17,1
660,3,17,2,Sat,1,53.4,23,51,16,1
330,3,17,3,Sat,1,51.6,23,53,13,1
220,3,17,4,Sat,1,51.6,22,46,13,1
110,3,17,5,Sat,1,48,21,55,14,1
1210,3,17,6,Sat,1,51.6,22,49,15,1
2200,3,17,7,Sat,1,53.4,23,47,17,1
3190,3,17,8,Sat,1,58.8,25,47,22,1
6050,3,17,9,Sat,1,64.2,28,44,17,1
7700,3,17,10,Sat,1,67.8,29,40,17,1
11660,3,17,11,Sat,1,71.4,30,39,21,1
10010,3,17,12,Sat,1,73.2,30,34,22,1
11000,3,17,13,Sat,1,75,31,35,22,1
12320,3,17,14,Sat,1,71.4,30,39,25,1
9130,3,17,15,Sat,1,64.2,27,38,23,1
7920,3,17,16,Sat,1,58.8,24,38,22,1
8910,3,17,17,Sat,1,55.2,22,34,23,1
11220,3,17,18,Sat,1,51.6,21,35,22,1
6710,3,17,19,Sat,1,48,19,33,14,1
3740,3,17,20,Sat,1,44.4,17,32,21,1
3850,3,17,21,Sat,1,42.6,16,27,17,1
3740,3,17,22,Sat,1,39,15,29,16,1
2530,3,17,23,Sat,1,37.2,14,34,16,1
1870,3,18,0,Sun,1,35.4,13,35,16,1
1430,3,18,1,Sun,1,35.4,13,37,11,1
1650,3,18,2,Sun,1,33.6,13,37,10,1
110,3,18,3,Sun,1,33.6,13,37,10,1
220,3,18,5,Sun,1,31.8,12,38,13,1
660,3,18,6,Sun,1,33.6,13,37,13,1
990,3,18,7,Sun,1,35.4,13,34,17,1
1540,3,18,8,Sun,1,39,15,29,16,1
5610,3,18,9,Sun,1,44.4,17,27,17,1
7150,3,18,10,Sun,1,48,18,28,16,1
6490,3,18,11,Sun,1,51.6,20,23,17,1
11880,3,18,12,Sun,1,57,22,20,21,1
9900,3,18,13,Sun,1,60.6,23,20,23,1
10010,3,18,14,Sun,1,60.6,23,20,21,1
10560,3,18,15,Sun,1,60.6,23,20,21,1
8250,3,18,16,Sun,1,60.6,23,21,16,1
9790,3,18,17,Sun,1,57,22,22,15,1
7260,3,18,18,Sun,1,57,22,24,13,1
6710,3,18,19,Sun,1,55.2,21,25,9,1
3410,3,18,20,Sun,1,51.6,21,34,7,1
3300,3,18,21,Sun,1,51.6,20,28,9,1
2310,3,18,22,Sun,1,48,18,28,9,1
1540,3,18,23,Sun,1,46.2,18,32,9,1
990,3,19,0,Mon,0,44.4,17,32,16,1
330,3,19,1,Mon,0,42.6,16,31,13,1
110,3,19,2,Mon,0,42.6,16,31,11,1
330,3,19,4,Mon,0,40.8,16,33,11,1
1760,3,19,5,Mon,0,40.8,16,34,11,1
3520,3,19,6,Mon,0,42.6,16,33,15,1
14630,3,19,7,Mon,0,42.6,16,31,10,1
30470,3,19,8,Mon,0,46.2,18,27,15,1
17710,3,19,9,Mon,0,51.6,20,27,15,1
9680,3,19,10,Mon,0,57,22,27,14,1
7040,3,19,11,Mon,0,60.6,24,26,14,1
10670,3,19,12,Mon,0,64.2,25,24,16,1
9130,3,19,13,Mon,0,67.8,26,22,16,1
7920,3,19,14,Mon,0,67.8,27,23,15,1
12870,3,19,15,Mon,0,69.6,27,24,18,1
17600,3,19,16,Mon,0,67.8,27,27,17,1
34320,3,19,17,Mon,0,66,26,28,20,1
25410,3,19,18,Mon,0,62.4,25,32,14,1
16500,3,19,19,Mon,0,60.6,25,33,10,1
8470,3,19,20,Mon,0,60.6,25,33,10,1
7700,3,19,21,Mon,0,58.8,24,33,15,1
3630,3,19,22,Mon,0,55.2,23,38,15,1
1980,3,19,23,Mon,0,55.2,22,36,16,1
880,3,20,0,Tue,0,53.4,22,37,16,1
550,3,20,1,Tue,0,51.6,21,39,14,1
220,3,20,2,Tue,0,49.8,21,42,15,1
110,3,20,4,Tue,0,48,20,42,10,1
2090,3,20,5,Tue,0,46.2,19,46,14,1
6050,3,20,6,Tue,0,48,20,44,13,1
16830,3,20,7,Tue,0,53.4,22,41,10,1
36300,3,20,8,Tue,0,57,24,39,5,1
19140,3,20,9,Tue,0,64.2,26,34,3,1
11770,3,20,10,Tue,0,67.8,28,34,7,1
8580,3,20,11,Tue,0,73.2,30,31,5,1
9790,3,20,12,Tue,0,67.8,29,44,9,1
10560,3,20,13,Tue,0,69.6,30,41,9,1
9350,3,20,14,Tue,0,69.6,30,41,7,1
12650,3,20,15,Tue,0,71.4,30,36,6,1
23210,3,20,16,Tue,0,67.8,31,55,7,1
34320,3,20,17,Tue,0,66,31,67,7,1
25520,3,20,18,Tue,0,64.2,31,70,9,1
16280,3,20,19,Tue,0,64.2,29,59,8,1
11110,3,20,20,Tue,0,62.4,29,64,5,1
8140,3,20,21,Tue,0,62.4,30,70,5,1
5390,3,20,22,Tue,0,62.4,30,75,7,1
2420,3,20,23,Tue,0,62.4,30,70,8,1
660,3,21,0,Wed,0,60.6,29,73,9,1
660,3,21,1,Wed,0,62.4,31,78,11,1
110,3,21,2,Wed,0,62.4,31,78,13,1
220,3,21,4,Wed,0,66,32,76,20,1
1760,3,21,5,Wed,0,64.2,31,75,22,1
4950,3,21,6,Wed,0,64.2,31,75,22,1
16500,3,21,7,Wed,0,66,32,72,22,1
39380,3,21,8,Wed,0,64.2,31,75,20,1
19470,3,21,9,Wed,0,64.2,31,73,21,1
10120,3,21,10,Wed,0,62.4,30,72,21,1
8140,3,21,11,Wed,0,64.2,30,67,16,1
12540,3,21,12,Wed,0,64.2,30,64,22,1
10560,3,21,13,Wed,0,64.2,30,61,23,1
8690,3,21,14,Wed,0,64.2,30,64,25,1
13530,3,21,15,Wed,0,66,31,64,20,1
19910,3,21,16,Wed,0,66,31,67,21,1
32780,3,21,17,Wed,0,67.8,32,64,18,1
21890,3,21,18,Wed,0,69.6,33,62,20,1
14300,3,21,19,Wed,0,69.6,33,65,22,1
8690,3,21,20,Wed,0,71.4,34,68,16,1
6710,3,21,21,Wed,0,71.4,34,65,20,1
3960,3,21,22,Wed,0,73.2,35,65,25,1
1870,3,21,23,Wed,0,71.4,35,76,28,1
660,3,22,0,Thu,0,67.8,34,86,32,1
440,3,22,1,Thu,0,66,34,89,30,1
330,3,22,2,Thu,0,64.2,33,89,24,1
110,3,22,4,Thu,0,62.4,33,96,17,0.025
770,3,22,5,Thu,0,60.6,32,96,18,0.025
1320,3,22,6,Thu,0,60.6,32,96,15,0.05
5390,3,22,7,Thu,0,60.6,32,96,16,0.025
10120,3,22,8,Thu,0,64.2,33,89,18,0.025
11990,3,22,9,Thu,0,66,33,85,16,0.025
5940,3,22,10,Thu,0,67.8,34,86,17,1
6600,3,22,11,Thu,0,71.4,36,86,13,1
6820,3,22,12,Thu,0,71.4,37,89,13,0.025
6820,3,22,13,Thu,0,75,38,83,8,1
5390,3,22,14,Thu,0,73.2,37,86,13,1
10010,3,22,15,Thu,0,71.4,36,86,8,1
16280,3,22,16,Thu,0,69.6,36,89,5,1
30360,3,22,17,Thu,0,67.8,35,93,7,1
22000,3,22,18,Thu,0,69.6,36,89,6,1
17160,3,22,19,Thu,0,69.6,36,89,7,1
11660,3,22,20,Thu,0,67.8,35,89,9,1
9350,3,22,21,Thu,0,67.8,35,89,7,1
6930,3,22,22,Thu,0,73.2,33,55,7,1
3190,3,22,23,Thu,0,71.4,32,55,8,1
1430,3,23,0,Fri,0,69.6,32,54,9,1
770,3,23,1,Fri,0,67.8,31,57,9,1
550,3,23,2,Fri,0,66,30,59,8,1
220,3,23,3,Fri,0,66,30,57,10,1
880,3,23,4,Fri,0,66,30,57,10,1
1210,3,23,5,Fri,0,66,30,57,11,1
5170,3,23,6,Fri,0,67.8,31,55,14,1
17820,3,23,7,Fri,0,71.4,32,52,9,1
36630,3,23,8,Fri,0,73.2,33,50,10,1
22440,3,23,9,Fri,0,76.8,34,47,6,1
11330,3,23,10,Fri,0,76.8,35,55,9,1
13970,3,23,11,Fri,0,75,35,60,10,1
15620,3,23,12,Fri,0,75,35,63,10,1
13970,3,23,13,Fri,0,73.2,34,57,11,1
13750,3,23,14,Fri,0,75,35,63,10,1
12870,3,23,15,Fri,0,73.2,35,65,10,1
31130,3,23,16,Fri,0,71.4,34,68,9,1
40920,3,23,17,Fri,0,69.6,33,65,9,1
23430,3,23,18,Fri,0,71.4,34,70,5,1
12210,3,23,19,Fri,0,71.4,34,70,7,1
7700,3,23,20,Fri,0,71.4,34,70,9,1
6160,3,23,21,Fri,0,76.8,33,43,10,1
4510,3,23,22,Fri,0,75,33,43,10,1
3190,3,23,23,Fri,0,73.2,32,46,13,1
2970,3,24,0,Sat,1,69.6,31,50,8,1
1650,3,24,1,Sat,1,69.6,31,52,8,1
1760,3,24,2,Sat,1,69.6,31,50,10,1
330,3,24,3,Sat,1,67.8,31,55,8,1
550,3,24,4,Sat,1,67.8,30,52,13,1
660,3,24,5,Sat,1,69.6,31,50,11,1
1320,3,24,6,Sat,1,71.4,32,48,9,1
2200,3,24,7,Sat,1,73.2,33,48,11,1
6270,3,24,8,Sat,1,76.8,34,45,10,1
8470,3,24,9,Sat,1,78.6,34,41,9,1
13310,3,24,10,Sat,1,82.2,35,40,8,1
17270,3,24,11,Sat,1,85.8,37,37,9,1
18150,3,24,12,Sat,1,80.4,36,47,13,1
20900,3,24,13,Sat,1,78.6,36,55,8,1
16170,3,24,14,Sat,1,82.2,37,51,9,1
14630,3,24,15,Sat,1,78.6,36,53,8,1
12210,3,24,16,Sat,1,76.8,36,60,3,1
13970,3,24,17,Sat,1,75,35,63,7,1
10340,3,24,18,Sat,1,75,35,58,3,1
9790,3,24,19,Sat,1,75,35,60,7,1
6270,3,24,20,Sat,1,73.2,35,65,8,1
4510,3,24,21,Sat,1,71.4,34,70,10,1
5170,3,24,22,Sat,1,69.6,35,79,10,1
3850,3,24,23,Sat,1,66,34,93,9,0.025
2420,3,25,0,Sun,1,66,34,93,8,1
1210,3,25,1,Sun,1,64.2,34,97,9,0.075
1210,3,25,2,Sun,1,64.2,34,97,11,0.025
220,3,25,3,Sun,1,64.2,33,92,11,0.075
440,3,25,4,Sun,1,64.2,33,92,16,1
110,3,25,5,Sun,1,64.2,33,89,13,1
880,3,25,6,Sun,1,64.2,32,79,17,1
1430,3,25,7,Sun,1,64.2,31,75,21,1
2970,3,25,8,Sun,1,64.2,31,75,21,1
5280,3,25,9,Sun,1,66,31,67,23,1
6270,3,25,10,Sun,1,67.8,32,64,23,1
10230,3,25,11,Sun,1,67.8,32,62,23,1
11990,3,25,12,Sun,1,67.8,32,67,24,1
9460,3,25,13,Sun,1,71.4,33,60,22,1
10010,3,25,14,Sun,1,67.8,32,62,16,1
12980,3,25,15,Sun,1,67.8,31,57,16,1
9790,3,25,16,Sun,1,67.8,31,57,16,1
12320,3,25,17,Sun,1,66,30,59,10,1
10780,3,25,18,Sun,1,64.2,30,67,9,1
8140,3,25,19,Sun,1,62.4,30,70,5,1
5170,3,25,20,Sun,1,62.4,30,72,6,1
3850,3,25,21,Sun,1,62.4,30,72,7,1
4400,3,25,22,Sun,1,62.4,30,70,8,1
1430,3,25,23,Sun,1,60.6,29,73,8,1
990,3,26,0,Mon,0,60.6,30,75,8,1
660,3,26,1,Mon,0,58.8,29,76,9,1
440,3,26,2,Mon,0,58.8,29,76,9,1
330,3,26,3,Mon,0,57,28,79,9,1
440,3,26,4,Mon,0,55.2,27,78,9,1
1430,3,26,5,Mon,0,57,28,75,10,1
7150,3,26,6,Mon,0,60.6,29,73,11,1
19250,3,26,7,Mon,0,66,31,64,13,1
39930,3,26,8,Mon,0,71.4,33,55,17,1
22550,3,26,9,Mon,0,73.2,33,53,18,1
9790,3,26,10,Mon,0,73.2,33,48,18,1
11330,3,26,11,Mon,0,75,34,51,18,1
10450,3,26,12,Mon,0,75,33,49,16,1
9570,3,26,13,Mon,0,73.2,33,55,16,1
10890,3,26,14,Mon,0,69.6,31,52,17,1
14410,3,26,15,Mon,0,69.6,32,54,15,1
25190,3,26,16,Mon,0,67.8,31,57,11,1
42460,3,26,17,Mon,0,66,30,57,14,1
28820,3,26,18,Mon,0,66,30,54,9,1
15840,3,26,19,Mon,0,66,30,54,8,1
10560,3,26,20,Mon,0,62.4,30,66,7,1
7590,3,26,21,Mon,0,64.2,29,54,6,1
3520,3,26,22,Mon,0,62.4,29,58,6,1
2310,3,26,23,Mon,0,57,27,66,7,1
1210,3,27,0,Tue,0,58.8,27,64,7,1
440,3,27,1,Tue,0,57,27,69,5,1
330,3,27,2,Tue,0,57,27,69,9,1
330,3,27,3,Tue,0,57,27,66,9,1
440,3,27,4,Tue,0,53.4,25,72,7,1
2750,3,27,5,Tue,0,57,26,64,7,1
6820,3,27,6,Tue,0,62.4,29,58,7,1
21120,3,27,7,Tue,0,67.8,30,50,9,1
40920,3,27,8,Tue,0,73.2,32,45,10,1
23760,3,27,9,Tue,0,76.8,33,39,11,1
12100,3,27,10,Tue,0,76.8,35,53,13,1
14740,3,27,11,Tue,0,78.6,36,58,15,1
15510,3,27,12,Tue,0,76.8,36,62,9,1
12870,3,27,13,Tue,0,76.8,37,65,10,1
13530,3,27,14,Tue,0,76.8,36,57,13,1
15730,3,27,15,Tue,0,73.2,35,67,13,1
24750,3,27,16,Tue,0,71.4,34,68,10,1
45100,3,27,17,Tue,0,69.6,33,67,6,1
29040,3,27,18,Tue,0,69.6,33,67,7,1
18920,3,27,19,Tue,0,71.4,34,65,5,1
10670,3,27,20,Tue,0,69.6,32,54,3,1
8250,3,27,21,Tue,0,71.4,32,48,3,1
6380,3,27,22,Tue,0,73.2,32,43,8,1
2640,3,27,23,Tue,0,73.2,31,41,8,1
1870,3,28,0,Wed,0,73.2,31,41,6,1
990,3,28,1,Wed,0,73.2,32,45,0,1
110,3,28,2,Wed,0,73.2,32,43,8,1
220,3,28,3,Wed,0,71.4,32,52,6,1
550,3,28,4,Wed,0,71.4,32,52,0,0.025
1540,3,28,5,Wed,0,67.8,33,70,5,1
6490,3,28,6,Wed,0,69.6,34,70,5,1
20020,3,28,7,Wed,0,73.2,34,57,6,1
45210,3,28,8,Wed,0,75,34,51,0,1
27390,3,28,9,Wed,0,78.6,37,60,11,1
12320,3,28,10,Wed,0,87.6,39,48,6,1
11880,3,28,11,Wed,0,91.2,41,48,7,1
13200,3,28,12,Wed,0,94.8,43,50,3,1
13860,3,28,13,Wed,0,89.4,42,61,14,1
15290,3,28,14,Wed,0,89.4,41,52,11,1
20460,3,28,15,Wed,0,87.6,40,52,10,1
36080,3,28,16,Wed,0,85.8,40,56,10,1
59400,3,28,17,Wed,0,80.4,40,74,6,1
34320,3,28,18,Wed,0,82.2,40,68,6,1
22550,3,28,19,Wed,0,80.4,39,71,5,1
14190,3,28,20,Wed,0,78.6,39,76,3,1
10890,3,28,21,Wed,0,80.4,41,82,6,1
7810,3,28,22,Wed,0,78.6,39,79,3,1
3960,3,28,23,Wed,0,80.4,40,80,0,1
2310,3,29,0,Thu,0,75,38,86,0,1
770,3,29,1,Thu,0,80.4,40,76,3,1
550,3,29,2,Thu,0,75,37,79,0,1
440,3,29,3,Thu,0,78.6,39,76,6,1
220,3,29,4,Thu,0,71.4,36,79,6,1
2200,3,29,5,Thu,0,69.6,35,79,5,1
7920,3,29,6,Thu,0,76.8,37,70,5,1
24420,3,29,7,Thu,0,80.4,39,68,5,1
52140,3,29,8,Thu,0,80.4,40,74,6,1
26070,3,29,9,Thu,0,84,41,71,7,1
16170,3,29,10,Thu,0,91.2,43,61,8,1
17820,3,29,11,Thu,0,87.6,43,69,6,1
20020,3,29,12,Thu,0,85.8,42,73,7,1
